AD_ID,CPM,VIEWS,CLICKS,ACTIONS,CHANNEL_NAME,DATE
11119,4.21,761,69,3,travel_channel_8,2024-10-09
11120,5.52,747,61,0,travel_channel_8,2024-10-29
11121,4.35,521,18,2,entertainment_channel_28,2024-12-07
11122,6.57,506,74,14,sports_channel_10,2024-12-14
11123,2.67,1045,11,0,education_channel_47,2024-11-24
11124,5.33,105,9,0,lifestyle_channel_35,2024-12-11
11125,2.93,161,16,2,business_channel_12,2024-10-11
11126,29.81,255,22,0,lifestyle_channel_30,2024-12-26
11127,5.69,475,26,1,education_channel_8,2024-11-28
11128,77.94,50,12,1,tech_channel_2,2024-12-20
11129,8.5,66,6,0,business_channel_27,2024-10-18
11130,8.59,202,24,1,education_channel_47,2024-11-15
11131,1.07,1569,328,8,news_channel_17,2024-11-28
11132,25.07,125,3,0,business_channel_27,2024-11-09
11133,1.5,553,78,3,entertainment_channel_34,2024-10-22
11134,7.57,105,13,0,sports_channel_15,2024-10-14
11135,8.75,508,43,4,sports_channel_5,2024-11-14
11136,8.2,647,98,1,business_channel_18,2024-10-05
11137,19.14,190,35,0,travel_channel_16,2024-12-07
11138,5.63,132,14,0,business_channel_18,2024-11-25
11139,1.27,2000,173,35,business_channel_28,2024-10-28
11140,2.2,542,42,1,entertainment_channel_23,2024-11-01
11141,9.45,146,1,0,business_channel_34,2024-10-15
11142,4.81,694,29,0,tech_channel_32,2024-10-15
11143,3.68,1295,99,19,travel_channel_8,2024-11-30
11144,6.95,733,38,1,education_channel_8,2024-11-13
11145,6.8,555,34,0,business_channel_18,2024-12-27
11146,2.82,263,15,2,education_channel_6,2024-12-06
11147,9.06,486,63,10,travel_channel_20,2024-11-19
11148,2.61,1126,178,20,business_channel_34,2024-11-27
11149,36.26,62,1,0,sports_channel_15,2024-11-07
11150,3.22,1449,45,0,sports_channel_5,2024-10-16
11151,1.76,1150,26,0,news_channel_26,2024-12-20
11152,81.02,109,6,0,business_channel_5,2024-12-01
11153,3.49,434,85,1,sports_channel_5,2024-10-26
11154,5.34,166,9,1,tech_channel_32,2024-10-10
11155,8.23,718,12,4,business_channel_49,2024-12-25
11156,3.53,370,18,0,business_channel_18,2024-12-27
11157,86.69,131,2,0,business_channel_18,2024-12-13
11158,2.11,1179,47,0,sports_channel_31,2024-11-08
11159,3.22,1486,104,0,travel_channel_49,2024-11-30
11160,2.23,1767,443,32,entertainment_channel_21,2024-11-30
11161,2.45,792,57,2,tech_channel_32,2024-10-19
11162,18.66,158,0,0,lifestyle_channel_18,2024-12-25
11163,3.31,838,78,6,news_channel_19,2024-11-06
11164,4.11,928,21,0,sports_channel_10,2024-11-20
11165,7.88,554,39,0,business_channel_35,2024-12-09
11166,5.64,458,24,0,lifestyle_channel_30,2024-12-24
11167,52.62,194,17,0,business_channel_27,2024-12-21
11168,1.35,364,17,5,business_channel_18,2024-10-28
11169,7.11,581,32,6,tech_channel_32,2024-10-22
11170,99.79,110,4,0,lifestyle_channel_35,2024-10-29
11171,9.4,91,1,0,sports_channel_15,2024-10-18
11172,1.08,673,91,5,news_channel_4,2024-11-28
11173,2.07,288,6,0,news_channel_17,2024-11-28
11174,1.66,483,49,20,news_channel_4,2024-11-02
11175,32.89,224,23,1,news_channel_33,2024-10-27
11176,1.58,479,73,8,travel_channel_16,2024-12-07
11177,5.72,190,23,1,business_channel_5,2024-11-30
11178,3.01,1431,260,68,business_channel_22,2024-11-09
11179,7.8,753,125,2,travel_channel_30,2024-12-19
11180,6.34,159,9,0,travel_channel_34,2024-10-03
11181,7.73,245,27,5,entertainment_channel_28,2024-12-29
11182,72.0,176,30,1,lifestyle_channel_5,2024-10-27
11183,8.35,153,3,0,news_channel_19,2024-11-08
11184,6.96,354,19,0,news_channel_33,2024-10-07
11185,1.26,1175,266,1,entertainment_channel_28,2024-12-09
11186,5.84,457,121,1,news_channel_17,2024-11-25
11187,46.85,56,7,0,tech_channel_2,2024-10-24
11188,3.8,903,65,10,tech_channel_36,2024-10-17
11189,1.7,690,94,4,business_channel_11,2024-11-23
11190,4.78,185,12,1,travel_channel_49,2024-12-01
11191,79.0,131,4,0,tech_channel_36,2024-11-19
11192,1.72,444,21,3,business_channel_11,2024-12-11
11193,1.02,560,17,4,lifestyle_channel_18,2024-11-10
11194,8.26,702,66,7,sports_channel_5,2024-12-26
11195,18.75,399,37,6,news_channel_33,2024-12-22
11196,7.57,297,20,0,tech_channel_21,2024-10-19
11197,2.74,367,66,4,travel_channel_20,2024-10-28
11198,1.63,2000,285,0,lifestyle_channel_5,2024-10-05
11199,2.4,927,89,2,tech_channel_21,2024-12-19
11200,6.88,426,14,1,lifestyle_channel_18,2024-11-29
11201,3.67,244,12,4,tech_channel_30,2024-11-22
11202,2.29,1907,14,0,lifestyle_channel_35,2024-11-21
11203,3.45,440,42,5,travel_channel_30,2024-12-09
11204,9.9,566,53,3,news_channel_33,2024-11-14
11205,8.59,433,5,0,news_channel_33,2024-10-18
11206,1.08,2000,166,0,business_channel_18,2024-11-26
11207,1.34,1178,76,7,tech_channel_32,2024-10-19
11208,6.49,255,38,0,lifestyle_channel_35,2024-10-22
11209,7.05,137,14,0,travel_channel_40,2024-12-19
11210,6.9,292,33,1,news_channel_17,2024-12-05
11211,5.9,960,91,4,travel_channel_30,2024-12-12
11212,9.72,436,26,0,news_channel_26,2024-11-19
11213,17.8,334,44,1,sports_channel_31,2024-10-24
11214,1.66,957,44,7,lifestyle_channel_18,2024-11-30
11215,7.44,367,4,0,entertainment_channel_23,2024-12-20
11216,8.97,386,19,0,travel_channel_30,2024-10-27
11217,9.61,336,35,1,business_channel_35,2024-11-28
11218,15.4,264,57,1,sports_channel_6,2024-10-28
11219,2.65,522,83,10,sports_channel_5,2024-12-16
11220,33.13,120,7,0,news_channel_17,2024-11-29
11221,5.06,269,23,3,travel_channel_34,2024-12-03
11222,9.87,294,28,1,entertainment_channel_28,2024-12-19
11223,9.84,164,16,0,entertainment_channel_28,2024-10-21
11224,45.69,176,13,2,business_channel_12,2024-12-12
11225,5.63,631,56,12,education_channel_49,2024-10-30
11226,9.0,301,4,0,travel_channel_8,2024-12-28
11227,8.91,455,44,1,entertainment_channel_21,2024-10-25
11228,7.82,624,104,6,news_channel_17,2024-11-17
11229,4.34,773,69,18,travel_channel_49,2024-10-09
11230,2.23,858,119,14,news_channel_17,2024-12-26
11231,2.54,181,7,0,education_channel_8,2024-11-12
11232,4.11,1241,132,11,news_channel_21,2024-12-01
11233,2.19,679,57,6,travel_channel_8,2024-12-17
11234,4.68,183,60,11,news_channel_21,2024-12-08
11235,6.52,141,14,0,tech_channel_2,2024-10-18
11236,1.56,2000,69,2,business_channel_18,2024-10-20
11237,5.12,479,55,3,tech_channel_36,2024-11-04
11238,6.14,608,63,16,entertainment_channel_15,2024-10-25
11239,8.73,573,93,0,news_channel_19,2024-12-27
11240,89.16,94,6,0,travel_channel_30,2024-11-24
11241,6.67,595,26,3,business_channel_5,2024-10-26
11242,7.05,671,41,2,entertainment_channel_28,2024-10-10
11243,1.15,1448,88,6,news_channel_21,2024-11-07
11244,8.29,429,35,1,education_channel_8,2024-12-08
11245,3.07,951,36,1,entertainment_channel_23,2024-10-17
11246,5.21,828,83,6,travel_channel_16,2024-10-09
11247,7.59,107,3,0,news_channel_19,2024-10-29
11248,1.2,2000,99,5,education_channel_49,2024-12-20
11249,49.36,46,3,0,entertainment_channel_21,2024-11-09
11250,2.23,347,24,1,entertainment_channel_34,2024-10-30
11251,3.32,836,10,0,travel_channel_40,2024-12-20
11252,92.89,88,18,0,tech_channel_30,2024-12-14
11253,6.05,284,13,0,travel_channel_20,2024-11-12
11254,14.43,270,13,0,travel_channel_4,2024-11-23
11255,9.0,687,97,0,travel_channel_30,2024-12-29
11256,4.7,782,44,3,business_channel_27,2024-12-17
11257,7.26,519,99,10,sports_channel_31,2024-12-10
11258,3.14,681,88,8,travel_channel_34,2024-10-09
11259,2.67,405,20,0,news_channel_33,2024-12-02
11260,5.6,695,58,8,business_channel_18,2024-10-26
11261,37.38,163,37,5,travel_channel_16,2024-11-20
11262,8.82,376,36,4,business_channel_28,2024-12-22
11263,4.2,688,50,5,tech_channel_32,2024-11-04
11264,1.15,538,19,2,tech_channel_32,2024-10-16
11265,93.98,39,1,0,entertainment_channel_34,2024-10-07
11266,3.2,283,88,6,business_channel_27,2024-11-08
11267,6.34,411,80,0,business_channel_12,2024-10-25
11268,16.29,209,4,0,business_channel_22,2024-10-11
11269,7.04,569,70,7,news_channel_17,2024-10-10
11270,8.72,243,10,0,travel_channel_49,2024-12-17
11271,7.4,788,32,9,travel_channel_34,2024-11-07
11272,7.12,305,15,1,tech_channel_21,2024-10-19
11273,2.76,1024,71,18,entertainment_channel_15,2024-10-31
11274,3.61,580,35,3,sports_channel_15,2024-12-17
11275,16.61,133,8,0,travel_channel_20,2024-11-29
11276,5.7,381,23,0,tech_channel_32,2024-10-15
11277,8.75,110,16,4,travel_channel_30,2024-11-15
11278,26.82,230,8,0,news_channel_14,2024-11-27
11279,9.95,350,42,1,business_channel_35,2024-11-19
11280,6.77,815,37,4,lifestyle_channel_35,2024-10-21
11281,6.73,253,5,0,travel_channel_30,2024-12-19
11282,4.66,791,35,3,sports_channel_6,2024-12-14
11283,74.47,137,12,1,business_channel_5,2024-12-30
11284,9.91,285,29,5,news_channel_4,2024-12-20
11285,9.94,454,67,7,news_channel_19,2024-10-20
11286,9.79,323,4,0,business_channel_5,2024-10-05
11287,5.23,172,3,0,business_channel_12,2024-11-14
11288,1.11,1592,306,12,education_channel_6,2024-10-23
11289,1.74,1406,87,1,entertainment_channel_34,2024-12-26
11290,5.39,133,12,3,lifestyle_channel_30,2024-12-23
11291,9.08,169,30,2,entertainment_channel_21,2024-11-25
11292,2.38,1235,92,2,business_channel_22,2024-12-16
11293,37.66,225,9,0,business_channel_12,2024-10-13
11294,7.38,858,38,3,travel_channel_49,2024-12-07
11295,1.54,1771,167,14,business_channel_11,2024-10-06
11296,3.8,549,56,0,entertainment_channel_34,2024-10-07
11297,2.53,1488,221,16,sports_channel_31,2024-12-07
11298,6.52,131,13,0,lifestyle_channel_35,2024-10-31
11299,6.53,659,61,9,education_channel_45,2024-11-18
11300,4.51,834,64,13,travel_channel_20,2024-11-27
11301,7.89,309,18,2,entertainment_channel_21,2024-10-03
11302,5.17,593,35,0,business_channel_12,2024-12-15
11303,5.75,497,56,8,travel_channel_34,2024-12-07
11304,4.74,306,6,0,tech_channel_21,2024-12-09
11305,5.42,290,22,6,business_channel_5,2024-11-21
11306,3.4,397,35,4,entertainment_channel_28,2024-11-28
11307,2.5,961,131,6,travel_channel_16,2024-11-13
11308,2.87,553,9,0,travel_channel_20,2024-10-29
11309,2.17,1645,103,18,business_channel_49,2024-10-14
11310,7.13,464,25,1,business_channel_49,2024-12-24
11311,10.0,343,31,0,education_channel_6,2024-11-10
11312,4.86,734,74,0,lifestyle_channel_17,2024-10-20
11313,5.14,645,26,4,education_channel_49,2024-11-03
11314,7.97,290,16,0,news_channel_4,2024-11-16
11315,5.41,437,29,0,education_channel_47,2024-10-07
11316,9.2,486,72,0,entertainment_channel_34,2024-11-18
11317,7.85,807,55,7,tech_channel_21,2024-11-17
11318,8.67,511,48,0,sports_channel_10,2024-11-29
11319,4.77,174,6,0,business_channel_27,2024-10-05
11320,7.91,135,3,0,travel_channel_30,2024-11-15
11321,9.3,332,9,0,lifestyle_channel_35,2024-10-12
11322,5.24,796,26,1,business_channel_11,2024-11-06
11323,6.99,221,33,0,tech_channel_21,2024-12-25
11324,4.34,178,32,10,tech_channel_32,2024-12-18
11325,3.28,625,11,2,education_channel_6,2024-11-28
11326,2.41,443,110,6,sports_channel_10,2024-12-16
11327,2.27,1964,118,9,sports_channel_5,2024-10-19
11328,15.84,98,2,0,tech_channel_32,2024-12-19
11329,3.32,234,19,1,sports_channel_15,2024-12-31
11330,61.88,175,23,3,tech_channel_30,2024-11-03
11331,2.59,1110,71,4,lifestyle_channel_5,2024-10-19
11332,62.93,56,3,0,education_channel_47,2024-12-17
11333,5.13,759,7,0,business_channel_27,2024-10-25
11334,13.36,368,71,20,business_channel_28,2024-10-12
11335,3.93,322,17,0,business_channel_27,2024-11-18
11336,8.11,152,5,1,entertainment_channel_15,2024-12-24
11337,31.43,104,5,0,travel_channel_4,2024-12-03
11338,3.27,1361,126,8,entertainment_channel_21,2024-12-01
11339,5.42,1033,74,11,lifestyle_channel_18,2024-11-17
11340,6.0,715,172,7,tech_channel_30,2024-12-27
11341,8.95,79,17,2,travel_channel_49,2024-11-21
11342,90.32,105,6,0,business_channel_35,2024-12-29
11343,9.44,82,9,0,education_channel_8,2024-10-26
11344,5.25,146,11,3,entertainment_channel_34,2024-11-08
11345,9.89,587,40,2,lifestyle_channel_35,2024-12-30
11346,3.28,1141,208,11,travel_channel_49,2024-10-11
11347,6.26,316,15,0,travel_channel_34,2024-10-28
11348,6.62,851,93,1,news_channel_17,2024-12-15
11349,1.48,1361,102,18,news_channel_33,2024-11-26
11350,8.01,116,8,1,entertainment_channel_15,2024-11-27
11351,35.32,169,24,0,education_channel_6,2024-11-19
11352,5.88,111,6,0,business_channel_11,2024-10-18
11353,4.04,1273,39,4,travel_channel_30,2024-11-08
11354,9.0,398,8,0,travel_channel_4,2024-10-05
11355,4.88,788,69,22,news_channel_14,2024-12-02
11356,4.19,1177,130,6,business_channel_49,2024-12-27
11357,3.27,370,54,7,lifestyle_channel_17,2024-10-04
11358,1.45,1815,191,1,entertainment_channel_28,2024-10-18
11359,50.47,58,1,0,news_channel_17,2024-10-17
11360,9.95,456,29,3,business_channel_35,2024-11-17
11361,99.57,23,4,0,business_channel_5,2024-10-04
11362,2.18,1544,122,6,business_channel_28,2024-11-25
11363,22.94,254,14,0,news_channel_4,2024-10-29
11364,50.71,146,35,2,business_channel_5,2024-10-04
11365,7.21,119,4,1,sports_channel_6,2024-10-13
11366,4.95,925,75,7,news_channel_17,2024-11-18
11367,4.43,943,138,8,travel_channel_20,2024-11-12
11368,8.27,370,14,2,travel_channel_4,2024-11-16
11369,3.13,1487,35,1,news_channel_4,2024-11-03
11370,4.32,643,132,23,lifestyle_channel_17,2024-10-05
11371,8.95,704,62,0,lifestyle_channel_18,2024-10-07
11372,7.72,710,81,5,tech_channel_21,2024-11-05
11373,7.77,517,3,0,education_channel_47,2024-12-09
11374,56.37,144,7,0,tech_channel_21,2024-10-10
11375,1.15,1303,103,21,news_channel_33,2024-10-16
11376,2.39,879,89,21,tech_channel_30,2024-12-26
11377,3.78,673,143,24,lifestyle_channel_17,2024-10-15
11378,8.91,526,43,4,news_channel_17,2024-12-13
11379,6.08,465,74,1,travel_channel_30,2024-10-18
11380,3.42,950,26,1,lifestyle_channel_35,2024-12-15
11381,7.26,589,15,1,education_channel_49,2024-11-21
11382,8.62,156,11,0,entertainment_channel_34,2024-10-12
11383,2.53,1014,91,1,sports_channel_10,2024-12-20
11384,8.34,147,1,0,tech_channel_36,2024-11-06
11385,4.44,856,83,2,business_channel_34,2024-12-25
11386,4.04,261,7,0,business_channel_11,2024-12-22
11387,6.33,303,83,4,travel_channel_49,2024-11-25
11388,2.6,1691,85,7,business_channel_5,2024-10-27
11389,77.51,106,8,0,sports_channel_5,2024-10-13
11390,7.83,445,55,2,news_channel_14,2024-11-26
11391,95.21,63,10,1,sports_channel_5,2024-10-20
11392,57.15,137,32,4,news_channel_26,2024-10-14
11393,75.79,123,26,2,lifestyle_channel_30,2024-10-26
11394,1.39,970,68,0,business_channel_18,2024-11-08
11395,6.77,602,68,5,news_channel_17,2024-11-11
11396,3.09,240,5,1,travel_channel_40,2024-12-15
11397,4.81,906,32,0,business_channel_34,2024-12-24
11398,4.56,660,16,0,lifestyle_channel_5,2024-12-27
11399,5.49,1051,40,0,business_channel_18,2024-10-30
11400,6.09,79,6,0,business_channel_28,2024-12-05
11401,6.65,788,101,6,business_channel_35,2024-12-17
11402,4.56,1021,45,2,news_channel_4,2024-12-20
11403,2.58,1324,65,11,education_channel_6,2024-10-02
11404,6.19,532,18,1,travel_channel_34,2024-12-04
11405,4.97,354,28,0,business_channel_28,2024-12-30
11406,5.8,446,73,3,entertainment_channel_23,2024-10-17
11407,9.15,601,41,5,business_channel_12,2024-12-17
11408,6.51,219,24,2,news_channel_19,2024-11-27
11409,5.76,642,43,8,education_channel_49,2024-10-29
11410,7.53,496,57,3,news_channel_21,2024-10-27
11411,6.3,368,25,5,sports_channel_31,2024-12-31
11412,2.32,330,66,12,entertainment_channel_23,2024-10-03
11413,1.64,1627,138,10,business_channel_5,2024-12-12
11414,8.36,235,15,0,tech_channel_36,2024-12-28
11415,8.55,427,71,13,education_channel_8,2024-10-29
11416,7.7,516,47,8,education_channel_47,2024-10-31
11417,1.31,2000,207,12,news_channel_4,2024-11-09
11418,3.67,376,43,3,news_channel_4,2024-12-16
11419,3.29,811,60,9,business_channel_11,2024-10-18
11420,3.07,897,102,25,business_channel_27,2024-10-11
11421,4.2,930,104,0,tech_channel_21,2024-10-31
11422,3.98,1238,38,2,tech_channel_36,2024-10-18
11423,3.83,283,29,5,tech_channel_21,2024-10-19
11424,1.32,1049,73,0,sports_channel_10,2024-10-22
11425,9.75,590,40,3,travel_channel_20,2024-12-03
11426,6.96,699,11,0,travel_channel_4,2024-10-17
11427,6.84,348,39,8,news_channel_21,2024-12-29
11428,1.07,958,85,3,sports_channel_5,2024-11-20
11429,2.23,1524,219,9,news_channel_26,2024-12-09
11430,6.48,151,16,2,news_channel_14,2024-10-08
11431,5.22,125,18,1,travel_channel_30,2024-10-18
11432,5.35,663,86,5,travel_channel_20,2024-12-20
11433,1.76,1279,87,1,business_channel_11,2024-12-25
11434,74.78,22,1,0,news_channel_26,2024-11-18
11435,41.86,165,29,1,sports_channel_5,2024-10-12
11436,1.93,1778,183,37,news_channel_21,2024-10-22
11437,9.66,260,20,0,education_channel_6,2024-10-14
11438,1.69,2000,160,12,travel_channel_40,2024-12-21
11439,68.59,71,10,0,travel_channel_20,2024-11-30
11440,2.33,627,39,0,travel_channel_4,2024-10-04
11441,60.69,138,15,1,business_channel_5,2024-11-21
11442,4.34,300,46,3,news_channel_14,2024-10-06
11443,5.94,718,56,2,travel_channel_8,2024-12-01
11444,1.04,2000,99,8,travel_channel_40,2024-10-16
11445,3.0,390,22,1,travel_channel_30,2024-10-30
11446,1.88,1606,75,7,education_channel_47,2024-12-18
11447,7.66,674,82,6,education_channel_49,2024-11-08
11448,9.31,571,72,0,travel_channel_49,2024-10-12
11449,7.56,760,19,4,lifestyle_channel_17,2024-11-24
11450,5.55,469,17,1,news_channel_17,2024-12-11
11451,1.21,2000,224,9,news_channel_19,2024-12-14
11452,5.43,806,11,2,tech_channel_36,2024-11-05
11453,4.42,430,16,0,travel_channel_8,2024-11-27
11454,3.19,1465,293,35,news_channel_21,2024-12-21
11455,1.56,539,88,3,travel_channel_8,2024-10-13
11456,9.08,281,24,3,news_channel_14,2024-11-14
11457,8.08,260,6,1,travel_channel_49,2024-12-27
11458,5.0,657,117,12,news_channel_19,2024-12-20
11459,3.41,526,71,2,lifestyle_channel_35,2024-10-28
11460,1.06,1864,233,14,tech_channel_2,2024-10-07
11461,2.99,866,77,1,travel_channel_20,2024-12-01
11462,4.67,954,79,8,business_channel_11,2024-11-25
11463,3.63,555,9,0,entertainment_channel_15,2024-12-12
11464,9.3,150,19,0,news_channel_4,2024-10-09
11465,9.31,652,2,0,entertainment_channel_28,2024-11-05
11466,3.07,276,31,1,news_channel_4,2024-10-12
11467,3.87,788,38,1,tech_channel_2,2024-12-02
11468,4.8,140,14,0,education_channel_47,2024-10-29
11469,4.24,1057,125,2,tech_channel_30,2024-10-15
11470,8.65,728,89,13,lifestyle_channel_30,2024-10-28
11471,31.65,108,11,1,travel_channel_4,2024-11-26
11472,1.68,1316,79,3,news_channel_26,2024-12-24
11473,4.69,759,142,14,travel_channel_16,2024-12-02
11474,93.76,96,19,2,news_channel_21,2024-12-04
11475,51.01,158,24,0,business_channel_49,2024-12-23
11476,4.2,282,9,0,entertainment_channel_28,2024-12-09
11477,6.95,781,60,7,entertainment_channel_23,2024-10-18
11478,1.95,1324,73,4,education_channel_6,2024-11-26
11479,3.06,444,14,1,travel_channel_34,2024-10-06
11480,1.17,1211,42,3,education_channel_45,2024-11-16
11481,7.44,370,42,9,tech_channel_2,2024-10-19
11482,6.71,770,10,0,sports_channel_15,2024-12-24
11483,5.4,705,5,0,business_channel_34,2024-11-05
11484,37.22,77,3,0,entertainment_channel_34,2024-10-09
11485,54.17,109,10,0,news_channel_19,2024-11-11
11486,7.14,140,10,0,sports_channel_10,2024-12-18
11487,24.11,363,12,0,tech_channel_30,2024-11-23
11488,6.78,931,33,10,tech_channel_36,2024-11-16
11489,8.92,105,11,0,news_channel_19,2024-12-05
11490,9.1,210,5,0,lifestyle_channel_5,2024-10-03
11491,5.32,518,129,11,travel_channel_16,2024-12-24
11492,7.02,621,21,0,travel_channel_20,2024-11-01
11493,2.06,939,31,3,business_channel_34,2024-12-22
11494,1.18,2000,24,0,education_channel_8,2024-11-04
11495,8.51,70,4,0,news_channel_19,2024-10-30
11496,3.18,541,13,0,tech_channel_36,2024-10-02
11497,3.87,1099,23,0,business_channel_49,2024-12-13
11498,5.24,712,53,2,lifestyle_channel_17,2024-10-18
11499,2.96,411,9,0,travel_channel_4,2024-10-27
11500,8.09,709,41,1,sports_channel_31,2024-12-07
11501,4.2,1035,89,13,education_channel_45,2024-11-20
11502,2.37,1319,96,0,news_channel_19,2024-12-29
11503,3.36,673,24,0,entertainment_channel_21,2024-12-13
11504,5.74,784,164,3,news_channel_19,2024-10-11
11505,4.47,181,17,0,tech_channel_32,2024-12-08
11506,5.17,193,23,1,business_channel_27,2024-10-10
11507,9.47,399,58,2,sports_channel_15,2024-11-22
11508,5.65,467,44,10,news_channel_19,2024-12-19
11509,6.18,351,66,5,lifestyle_channel_5,2024-11-29
11510,4.31,1065,115,3,news_channel_17,2024-11-04
11511,8.17,568,43,3,business_channel_11,2024-10-08
11512,2.65,1008,28,7,travel_channel_20,2024-10-20
11513,1.3,1261,23,2,sports_channel_15,2024-11-16
11514,8.39,531,116,4,sports_channel_15,2024-11-16
11515,9.92,556,67,1,travel_channel_8,2024-11-06
11516,3.43,1336,151,23,business_channel_5,2024-10-26
11517,3.28,1277,228,13,travel_channel_8,2024-11-14
11518,1.55,2000,211,2,news_channel_21,2024-10-13
11519,4.99,196,22,1,sports_channel_10,2024-10-10
11520,9.45,630,8,0,tech_channel_32,2024-12-26
11521,5.06,387,29,2,sports_channel_15,2024-11-27
11522,9.56,207,20,1,sports_channel_31,2024-12-22
11523,2.44,744,99,5,business_channel_35,2024-10-22
11524,8.34,858,74,7,entertainment_channel_23,2024-11-23
11525,4.89,464,36,0,tech_channel_21,2024-12-27
11526,3.78,986,77,5,travel_channel_34,2024-10-26
11527,2.5,594,69,7,travel_channel_4,2024-12-12
11528,4.96,1188,68,1,entertainment_channel_15,2024-12-22
11529,3.97,1028,122,1,sports_channel_15,2024-12-29
11530,9.23,349,17,1,travel_channel_4,2024-10-26
11531,66.03,178,24,3,travel_channel_49,2024-10-15
11532,2.66,231,5,0,business_channel_49,2024-12-24
11533,8.67,167,26,0,entertainment_channel_28,2024-11-11
11534,3.87,245,10,0,travel_channel_8,2024-10-31
11535,6.94,149,12,1,entertainment_channel_21,2024-12-24
11536,1.89,489,16,0,business_channel_34,2024-12-14
11537,5.63,205,17,2,education_channel_47,2024-11-10
11538,4.12,167,15,0,news_channel_21,2024-12-27
11539,6.94,140,4,0,tech_channel_32,2024-10-11
11540,6.89,563,7,0,news_channel_4,2024-11-30
11541,3.15,410,15,0,entertainment_channel_15,2024-11-06
11542,9.64,429,89,12,education_channel_6,2024-10-30
11543,8.01,608,110,0,sports_channel_15,2024-10-03
11544,5.54,185,8,2,business_channel_28,2024-10-08
11545,7.39,586,10,0,business_channel_12,2024-10-07
11546,58.09,85,5,0,travel_channel_20,2024-11-13
11547,4.18,748,51,0,education_channel_6,2024-10-24
11548,85.71,57,6,1,business_channel_35,2024-10-04
11549,9.67,313,33,2,tech_channel_30,2024-11-26
11550,2.2,1799,416,17,business_channel_34,2024-12-26
11551,4.98,313,7,1,business_channel_35,2024-11-17
11552,6.95,483,47,1,travel_channel_34,2024-12-14
11553,3.18,1030,148,12,travel_channel_8,2024-11-03
11554,6.18,550,48,0,lifestyle_channel_18,2024-11-02
11555,23.31,195,7,1,travel_channel_4,2024-11-27
11556,7.93,424,34,4,education_channel_8,2024-12-25
11557,4.09,171,6,0,lifestyle_channel_35,2024-12-16
11558,7.05,114,1,0,entertainment_channel_21,2024-11-10
11559,9.67,351,44,4,travel_channel_49,2024-11-19
11560,86.69,87,9,1,tech_channel_32,2024-12-14
11561,8.93,553,68,1,news_channel_4,2024-12-31
11562,7.32,635,43,0,travel_channel_30,2024-12-29
11563,7.02,519,70,12,lifestyle_channel_5,2024-11-06
11564,1.1,1865,319,9,sports_channel_15,2024-12-12
11565,57.76,172,13,0,lifestyle_channel_5,2024-12-28
11566,2.98,1138,105,1,business_channel_5,2024-10-05
11567,7.43,274,19,3,business_channel_12,2024-11-08
11568,4.43,894,103,3,business_channel_34,2024-12-30
11569,7.83,537,65,0,business_channel_11,2024-12-11
11570,9.98,695,112,28,news_channel_26,2024-12-03
11571,7.49,402,37,2,sports_channel_10,2024-10-25
11572,7.36,534,17,3,business_channel_5,2024-11-22
11573,1.41,988,170,23,travel_channel_4,2024-12-05
11574,3.26,1712,96,24,business_channel_22,2024-12-14
11575,55.01,192,20,0,sports_channel_10,2024-12-22
11576,3.65,296,16,2,tech_channel_32,2024-10-07
11577,4.88,546,47,5,sports_channel_10,2024-10-26
11578,3.81,800,76,1,sports_channel_6,2024-11-11
11579,8.98,379,109,27,travel_channel_8,2024-11-29
11580,88.67,127,6,1,sports_channel_10,2024-12-16
11581,1.51,1965,179,2,business_channel_22,2024-11-05
11582,5.0,946,52,4,travel_channel_34,2024-10-08
11583,3.5,1131,131,30,travel_channel_40,2024-11-14
11584,79.83,111,16,3,business_channel_35,2024-12-23
11585,38.36,103,4,0,education_channel_49,2024-10-08
11586,1.21,1401,72,4,business_channel_27,2024-12-22
11587,8.53,468,38,0,education_channel_47,2024-12-10
11588,6.81,410,29,3,tech_channel_30,2024-10-22
11589,8.39,545,27,0,lifestyle_channel_35,2024-11-08
11590,9.95,304,18,2,tech_channel_21,2024-11-24
11591,9.3,375,24,0,sports_channel_10,2024-12-11
11592,1.86,1288,123,8,education_channel_47,2024-11-24
11593,72.21,69,5,0,business_channel_12,2024-11-02
11594,2.72,608,7,0,travel_channel_30,2024-12-13
11595,7.42,206,36,3,sports_channel_5,2024-10-15
11596,22.62,138,9,1,travel_channel_20,2024-12-17
11597,2.84,190,2,0,sports_channel_6,2024-12-12
11598,7.49,321,11,0,news_channel_4,2024-11-17
11599,6.57,139,13,0,travel_channel_8,2024-11-11
11600,6.09,640,16,1,tech_channel_32,2024-12-16
11601,3.86,262,15,1,entertainment_channel_23,2024-11-30
11602,9.24,479,28,0,news_channel_17,2024-12-23
11603,5.01,389,8,0,tech_channel_32,2024-10-14
11604,7.9,234,18,2,business_channel_49,2024-10-15
11605,3.38,927,79,6,tech_channel_21,2024-12-05
11606,3.58,417,32,3,business_channel_28,2024-10-16
11607,2.62,1044,21,6,sports_channel_31,2024-10-22
11608,6.74,364,68,10,sports_channel_31,2024-11-01
11609,2.7,623,96,0,entertainment_channel_34,2024-10-29
11610,33.95,82,5,0,news_channel_14,2024-11-06
11611,4.45,228,15,0,sports_channel_10,2024-12-01
11612,1.48,1724,75,13,tech_channel_36,2024-10-25
11613,7.09,674,63,1,business_channel_18,2024-12-17
